	S210421121677	S210421121678	S210421121679	S210421121680	S210421121681	S210421121685	S210421121686	S210421121687	S210421121703	S210421121704	S210421121705	S210421121706
1CMET2-PWY	97869.34612424612	29117.586412832166	111231.19023458364	72090.79622684566	60553.655073040805	65367.99837934736	21323.64900413544	24863.55690852437	7347.959218115167	1640.514395291519	115737.13795657133	93664.48125733726
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	6.324278981596269	1.3258091727530605	60.498761321973056	90.65676280281546	25.119173977771073	26.006669907720934	0.3370513916268466	3.707140079911646	485.5902791209597	0.17427899737707273	260.82290227779566	1012.5896588194305
AEROBACTINSYN-PWY	271.51034501390745	20.80710684682053	28.843513237858325	101.74231149885144	38.67345685513875	57.83553305261755	2.4866416269254645	21.458032163859414	83.5268637136093	6.722286893383729	48.849230450603756	100.83553663575903
ALL-CHORISMATE-PWY	5236.524973092651	305.0796895225858	418.69263993989335	1609.3185302733834	610.6915785890795	1156.6381817736421	62.63889320749325	414.79520770840014	568.6309722721595	40.111010347827886	735.526111157118	1556.0733639229372
ANAEROFRUCAT-PWY	61500.82219076954	31040.451812299478	64626.563383639994	80163.85177794298	46528.58372268743	68093.31010456911	21254.090990022294	26200.976674537676	9700.10453880562	1738.17416504115	103912.50257096297	93825.89230727643
ANAGLYCOLYSIS-PWY	122522.82114125052	37517.9114168578	137068.21321709483	93662.90432337217	73934.68021669972	89673.966663719	27611.314006940585	33641.44660955023	13275.859797931567	2543.2555740500957	154002.8312833745	137215.64941802266
ARG+POLYAMINE-SYN	4755.901739271991	3376.8095965017505	6611.928248185267	19072.96862601696	5362.416446349453	23304.238190158656	5377.973882970488	8141.292018474895	4798.56305271746	453.5594831984111	14115.717928505674	41612.30282215623
ARGDEG-PWY	1061.0871110276935	19.848576130685654	22.983288606737215	107.137183864377	42.52627154634355	52.966378085921384	2.2468780291908503	20.899944614301916	82.93470561230636	5.577017608085655	83.71649487535305	97.20819628938078
ARGORNPROST-PWY	4591.9534351662205	2817.772395719066	3712.6036241702063	12575.80922532316	3154.558421616628	13048.672524367303	2834.3458834462785	4026.7471078443887	1791.0397899508407	195.069668528858	27547.78306163949	16501.208970748743
ARGSYN-PWY	54237.22834333367	12306.562407333218	42238.04789880304	50906.81884891398	18931.13870297045	56761.711249744745	14347.65478528012	18852.994454707237	7522.868936055426	1207.176939215296	83545.27455933073	87216.39423605012
ARGSYNBSUB-PWY	39585.44464358982	9123.748332337193	32396.525878894794	47737.582977847305	13834.763200794834	54375.291729609926	12361.990726977081	18022.579490042524	7053.811859601292	1151.5487649425634	72095.60445363217	83255.03898527399
ARO-PWY	64472.20210602935	16348.511174745494	67513.87837717606	64609.60708550198	30794.97966716775	68808.44819014582	19369.605605197838	17898.669437640438	7657.33875216196	1025.6494512542436	107940.66023785988	105429.08490847865
ASPASN-PWY	109783.11076686309	33726.41675058082	138371.82254805864	71413.44405345694	71649.17408527016	61998.74112817301	20650.161290333835	20988.104338518355	5959.0447865843025	1412.242761889558	121082.91278218554	87718.79860626571
AST-PWY	764.5506106705689	27.812406240178674	62.78649179794059	178.74408808537643	64.90266637183167	80.46251107664828	3.305691584430654	28.579434008260254	199.36031611466828	8.94922128257805	100.39101155388533	229.1933774943992
BIOTIN-BIOSYNTHESIS-PWY	87134.81710885103	23582.749911743693	90815.66950338891	45954.7105338611	54234.50897848483	39467.5229898705	14472.39586738593	4895.355136387373	1517.7161358050914	320.23488710714037	88632.21912970331	63986.42308296214
BRANCHED-CHAIN-AA-SYN-PWY	101377.69051727575	28836.99381007408	118549.18586245812	76675.72188266137	63530.94657126239	79741.80272663636	23107.893041940366	22876.56695005077	9470.253311199618	1345.1040392020166	135531.3143598062	122673.1684278601
CALVIN-PWY	110851.03902814341	31859.623485982796	125106.14347894175	91968.19161515559	64886.30327666792	84769.77583823731	26280.952983517753	27248.726706406684	11321.50434345497	1641.5201426649348	175043.76594276185	119940.94889576228
CATECHOL-ORTHO-CLEAVAGE-PWY	9.880314250864696	0.5724788805792007	57.76389914529755	93.08072049055423	50.74992731265982	14.04562699224719	0.03720129673887296	1.5320673138944199	378.6973244086988	0.0	43.93002731800967	505.7478959812642
CENTBENZCOA-PWY	0.25603484498389634	0.16240423720627292	0.7081528691955369	2.659508016615102	1.653006343124534	13.409280792517816	0.108508999806429	1.4589413052129176	1.2131101591312914	0.0	59.42097093798967	2.4395168627544725
CENTFERM-PWY	4492.762324250793	1458.1706236175626	1585.6486500136182	12782.79791522049	1853.1208886130728	13626.105758373762	2681.332082154345	3354.4720965692572	2562.6954448291785	170.69961628431204	13362.728587829091	13702.584546303124
CHLOROPHYLL-SYN	1.6120875821669125	11.905075465534946	8.915053324596851	71.89615128093195	47.9746131059964	20.05358762497038	0.5541767479595013	19.45807159433772	72.21885031816747	0.0	221.63998599668432	97.98479623598521
COA-PWY	107084.77942242236	31877.567236786304	110367.67729565932	76764.57711769926	61509.34611495561	68936.76816787469	22419.06792216435	27741.742895701656	9189.251859483564	2077.7430889356665	119450.02665740068	105074.176753584
COBALSYN-PWY	61547.16298676459	15145.452647917133	65199.94793659652	30521.173399186577	34404.119737299385	33295.85938311084	9138.973802897222	10781.252489697026	6122.045507904732	591.3124950606125	68161.00740391407	48050.38621787159
CODH-PWY	2705.5700006363463	155.9842825781396	1940.0340366033386	684.131874855372	624.4002684833682	3221.6397341491174	487.45839311885493	279.4184158961739	408.9121908151808	6.136879356468371	4634.42686536652	5661.571314764773
COLANSYN-PWY	53093.97185404463	20808.82406480546	27194.188483038164	48666.357318635484	26292.00756243901	41746.98035772163	13721.711299555724	10303.913505369126	2545.0630511658587	751.1208411721859	44181.40445022369	71199.03055610193
COMPLETE-ARO-PWY	68956.44326308879	17426.937485757677	72782.13008371796	66916.79893434142	33291.08110075706	71656.03826857527	20078.807502383526	18709.385165529802	7980.72700260139	1076.3595274043996	112747.04911533027	110257.53121866105
CRNFORCAT-PWY	0.7240469489700536	1.6141025006744503	10.069243546645284	57.2175113798723	21.66769874957362	12.59837383631807	0.6688546098681906	12.454039577676644	44.87677732305216	0.0	78.83484184720254	49.781220504688676
DAPLYSINESYN-PWY	20407.71246834766	9799.254695972684	27521.87012619387	57145.75522989296	16533.037629858314	59443.729314657925	14747.996013966616	23609.37326327612	9241.116791565584	1476.051651329133	93039.07795159314	92564.72080121514
DENITRIFICATION-PWY	17.23409391452229	3.4525642794634237	35.79418076136853	130.463690539709	47.07614772927755	24.93096978540942	17.76804194694455	16.884428869875475	38.60823765361864	1.1285698108399576	111.4553477801387	1092.1179501772417
DENOVOPURINE2-PWY	85263.37239979312	31707.84402261218	112222.5841971971	57724.02169828576	62122.179515119235	45614.962505642055	16381.362205286769	26972.055635223398	7986.109292908141	2261.2817438408756	101706.05581725165	76742.54035839722
DHGLUCONATE-PYR-CAT-PWY	0.00020708080857553382	0.00046179055672172206	32.64867348915272	9.50434769187127	11.60601400038225	0.002063165993197492	0.00019113921695742276	0.003566976912875077	57.19672875299062	0.0	0.0018006593085962935	98.17039508974116
DTDPRHAMSYN-PWY	107893.25268882085	48656.67677664868	220466.7729654469	73520.56602885475	117629.5724702203	63305.28388843643	20980.890799978984	17115.90525007467	6506.586570165825	1047.6547604942127	134726.76133974327	90245.18634448932
ECASYN-PWY	1659.5998316260348	62.90562262957433	76.5930013046579	303.9762749850032	116.97353530136571	169.28635261111444	7.51200510903878	80.88523999079686	232.72311953472737	19.20674448918035	247.11058039735985	503.1828983108014
ENTBACSYN-PWY	3433.231977199438	200.7059145400376	270.63172575344777	1021.4320482642222	393.6579375682475	948.2590455257651	60.230745026755386	560.3767275247636	574.2258000531359	47.488091604317255	384.50855758311025	1294.0032574263353
FAO-PWY	2724.8237317813077	892.6883039840818	837.1986109920973	9742.298896923327	1021.6021176031412	11016.509729905667	1931.6948445679955	2425.9200038581407	2168.3933660176467	118.43244390290315	2166.006914391351	9900.404025817043
FASYN-ELONG-PWY	118826.2566385837	44854.53687754151	151463.9902737258	76030.62666866629	89662.7460027237	61763.6596000141	23248.405658776563	19038.02681901136	5763.5868746600145	1420.4003013009865	128164.98448256607	92861.42287915703
FASYN-INITIAL-PWY	62633.52116660841	22466.91353081251	72716.3617482554	42419.05513781193	47617.658433944525	33871.32545330837	14325.907758075222	4617.643922956627	2009.5429299497384	371.15325932728456	95664.9387831789	59334.77434906801
FERMENTATION-PWY	18475.358506571054	21511.83513959072	17887.565305156484	54043.57099439651	26328.50188172059	49790.438496424766	14218.00278408931	11598.68199591782	4946.71102795827	751.1523696375631	76259.46354671654	72429.46059229446
FOLSYN-PWY	96818.04850578515	26376.030186375418	104495.23745090468	49230.28319062451	57292.6922355865	35759.337234074825	14616.837821645478	8477.9124629092	5334.532842756875	514.557259186581	92818.89812588171	61552.154349080505
FUC-RHAMCAT-PWY	24602.388343118622	1704.5001895266853	9681.647446905185	12478.755635060239	2724.433605532666	14167.929261051313	4686.564148932779	4049.1692395388327	2609.429053913322	204.39568154279732	41641.835933853254	25346.967522589963
FUCCAT-PWY	16172.136951472217	865.2329428510691	4865.381945876366	9760.171094312976	1305.0978250942846	13793.14518617995	3601.376341373737	4892.257653208569	3001.353219543249	196.44583118437453	42412.562631493005	27494.44816049067
GALACT-GLUCUROCAT-PWY	52635.85571921659	8758.40473969275	45267.73345176968	22152.61231203191	17361.23089294429	26166.50453965122	8082.90288881312	5590.95579845339	2485.7835718476404	356.73862537326755	87653.43573005692	32941.164381936534
GALACTARDEG-PWY	1635.985706699573	298.18458121163496	915.8057293629829	5439.93333728739	370.2556603721267	5747.661629852378	1069.0955264292538	1195.400425768629	661.3609874741007	70.8158419290317	13513.407842526112	4152.6407801017285
GALACTUROCAT-PWY	55510.987444029444	11449.47999021473	54678.88250502715	31101.934220417428	23432.694436638474	34306.38259700698	10098.001581581884	7183.422163673453	2846.131197893989	483.76688755121984	111817.30515124896	46120.635528851206
GALLATE-DEGRADATION-I-PWY	4.87258627941143	0.038424390942354635	0.011569274142439367	0.22107827684963025	0.16268241276254922	3.208507400268282	0.0010900091486471335	0.05654138943538553	268.7515388043431	0.0008822198145376125	116.536087749154	228.60279497999585
GALLATE-DEGRADATION-II-PWY	4.87258627941143	0.038424390942354635	10.287650792875016	44.185992436763975	7.423100223602839	6.858919007381961	0.0010900091486471335	0.05654138943538553	283.2504481380179	0.0008822198145376125	116.536087749154	249.98184543548643
GLCMANNANAUT-PWY	8748.025204683358	15297.638672563282	26754.240028822176	45854.74241892582	15234.503830246309	28318.742410771647	9725.277282732608	24152.770542236576	5858.476536206517	2093.379679883155	73291.9443297714	40711.37847041033
GLUCARDEG-PWY	1493.2477410990907	306.10447026279485	765.940190557722	4912.134185563873	371.3701110908993	5568.976372852924	1080.6381500799082	1130.0501018241878	664.0029008859823	58.81848010409074	29054.761334267492	3863.216432210567
GLUCARGALACTSUPER-PWY	1635.985706699573	298.18458121163496	915.8057293629829	5439.93333728739	370.2556603721267	5747.661629852378	1069.0955264292538	1195.400425768629	661.3609874741007	70.8158419290317	13513.407842526112	4152.6407801017285
GLUCONEO-PWY	116965.12388458966	37197.80863066899	137640.16014486394	83405.98597279411	77547.66810587814	75547.01474130683	24225.522507938036	24433.65631477904	7149.974917684525	1760.6020140457224	131598.0987424426	111464.3332941418
GLUCOSE1PMETAB-PWY	20460.856071421607	1369.927114118763	1458.9124771444021	936.8022338132255	2064.276365573648	1079.9770164398892	1982.1724397769765	597.781158038681	360.32721607816114	76.670343376468	13941.940313035951	3133.26046230607
GLUCUROCAT-PWY	53466.372728810704	8953.199760678459	46915.70883529625	22222.02849137944	17333.001251509137	26104.469332721077	8094.293757538091	6158.180287561497	2723.2111141621476	417.0370420983768	84137.53526910265	32824.614647339164
GLUTORN-PWY	73173.83142177806	20518.380481733115	90264.49686221557	42375.04942839388	48618.63286211303	49304.38937340331	14201.815949955766	13578.90538387351	5446.151749025768	798.8539670112565	84120.69847522258	74335.10055293501
GLYCOCAT-PWY	106157.94767137186	30552.481199184436	114843.6487083573	81202.19034797794	63398.7338726272	81269.09795002009	24288.801660187222	28574.03654594252	9607.716989082555	1825.0479768241416	151206.38597302363	125994.46395948646
GLYCOGENSYNTH-PWY	24036.5126155552	24536.15493250816	58278.82962499687	79613.62333887377	32433.339534141964	73901.81678992561	20877.573473668723	33966.30786926197	11226.17967623996	2487.960724099754	111185.5192444993	122546.25060808986
GLYCOL-GLYOXDEG-PWY	2611.7962712027625	126.26928440272869	235.514702496697	1562.0133946952064	274.556263337379	782.8032980650381	108.1021402946575	94.80488638788977	661.9811926851307	21.89009251089248	762.3499543042227	1657.124895147674
GLYCOLYSIS	111437.11406133715	36081.46232681471	134240.57885326783	88189.1555584472	72966.42230719815	79329.56964192585	24872.331239583436	28406.921083718917	10701.483497428782	1884.29057957078	118109.01808279516	114892.15073703973
GLYCOLYSIS-E-D	21022.324155185106	5004.01636361628	29065.94175556674	33646.55921845812	9293.591289563214	34791.42042355462	8831.823192670896	9821.352469165693	5445.773642056187	581.6905351628234	70457.37489950209	46275.19484590888
GLYCOLYSIS-TCA-GLYOX-BYPASS	4711.860699363373	305.67289449052856	787.0368466316388	1845.4713108735552	1056.98368419931	717.3565822166518	35.36827357366515	347.5855279175216	1919.5480718941435	53.98777389986924	1320.7741945708833	3627.109905018893
GLYOXYLATE-BYPASS	2839.8127965886188	136.0784135895058	237.63093118165034	2291.345560424759	302.97495413190023	1003.7437249490924	114.78942398915089	175.20590397285991	856.9919595533436	31.515837900277525	785.332134095013	2196.3294102451246
GOLPDLCAT-PWY	1338.3308603283767	1208.0567609655152	887.8974422956826	5740.496831153116	1339.2011933464987	5124.798116664753	1467.7027586778838	4846.179234291663	1186.9851045285334	207.1352162449059	4971.72758077927	10464.255742075762
HCAMHPDEG-PWY	791.8630462032702	27.352207523448776	47.72935632799355	246.13020369173	49.904189740808434	124.20912736162501	7.096755991913524	28.15790100701865	138.71671087147578	8.880120981744659	227.52788119522677	334.84286636967846
HEME-BIOSYNTHESIS-II	7040.667143677986	6874.167112162079	4919.235944819345	9374.177216617363	6683.160830547402	2355.6430800209823	2602.277796415508	477.9550683922635	768.6958628513079	96.75292094200968	6817.994720755907	6672.736348922831
HEMESYN2-PWY	7449.7293645563	7769.2816928924185	7038.376167700042	14421.194297854043	6991.960054347136	6838.177834220135	3447.7320552048423	14269.846348295954	4702.810314397066	786.770019554097	10801.409445220359	14909.555782839578
HEXITOLDEGSUPER-PWY	8393.410213757606	4338.975965327305	13647.901699898086	27888.057579077347	6309.162229296322	24821.072263234524	6179.560375552769	9403.55515298132	5177.016157051156	438.3775267657298	27964.81697365861	40209.9405477722
HISDEG-PWY	38528.56726957116	11272.908170506214	58431.428392737784	17577.69270567339	27261.434145834006	9401.140585749696	4516.100993844665	2203.457659176129	802.2831600965919	96.52152399957073	37461.06324485818	10204.898674112712
HISTSYN-PWY	87377.34302251546	24844.45422477868	107813.15439285715	61558.54864162339	57595.73161827742	68999.76905500302	19386.015370617733	15781.693704845482	7096.65923637223	913.3118846983775	100963.12271539445	108301.96864336789
HOMOSER-METSYN-PWY	48213.73207250734	13889.761482427422	35243.63651290835	38933.98172656369	28910.500967479835	40580.50876578128	11753.650044770495	7723.511110132481	5051.904265845161	402.81066952892644	61649.666980173526	66363.52521474662
HSERMETANA-PWY	53419.95893650501	14908.641394162281	38017.20517712345	40929.81882823542	31832.579652490465	44151.83144296658	12469.977560083358	7780.7579950910385	4838.426172355277	394.550712905079	68911.97165588614	72061.72064630302
ILEUDEG-PWY	0.6122217459663487	1.3653863297731916	0.6122342665581428	17.61581870168747	12.048856326639136	6.099868055282617	0.5656145763065278	10.549431606075611	9.185984610337169	0.0	5.32340247156135	17.752655237093336
ILEUSYN-PWY	105607.6139286794	30304.39544889248	125583.6915545223	84096.92404345116	66505.11598645004	84068.46239873536	24749.719719719615	24847.19844995968	10107.317283587994	1443.4855089451655	154892.56320512202	127097.03081483764
KDO-NAGLIPASYN-PWY	5481.1728426458485	202.77752956698518	245.6571930499338	966.8008417502791	379.5313375853597	537.570082369671	24.073861068095546	260.4546956054809	557.3599578829349	51.73288058357262	901.2740575736732	1414.3634294327428
KETOGLUCONMET-PWY	563.1565090610774	57.231792396494455	125.10961832495511	396.3628504274391	129.32242050425887	240.22729746128158	29.828599973093915	88.28373903454074	330.3458500709425	17.30705747253197	388.0626155019317	1026.9902876483713
LACTOSECAT-PWY	1304.1556954297694	4641.498001254823	3138.086695424721	11448.048295564611	3496.1129290682684	3214.114724694743	2413.6096653198333	14296.476771242176	2294.1062845556853	1385.459541069172	4643.85151067572	6209.536502707713
LEU-DEG2-PWY	19.53030091079064	58.142983323829824	110.8509456636813	1783.0955766462964	70.85061805993297	2002.3915115876136	502.1642286215953	28.17299050036645	660.6883959896463	1.2078837500849544	858.2569316717122	2604.962744715297
LIPASYN-PWY	5.000000000000001e-15	1.0999999999999999e-14	5.000000000000001e-15	1.4275000000000002e-13	9.775e-14	13.141217557117201	4.5e-15	8.549999999999998e-14	7.45e-14	0.0	80.8435612757175	1.44e-13
LPSSYN-PWY	1694.867784764361	105.3974446432996	172.4159327212864	278.44728129889376	211.71339044664026	403.69186876686047	20.87658785584992	100.77725122347292	3.124767336907058	0.0021462529562469457	801.9719301405744	734.2830959317914
MET-SAM-PWY	62417.03983892654	18483.397895150014	48061.05652488697	49758.4930271591	37577.05286897417	50202.947574082886	14878.299553194198	10790.807275131288	6200.8126476877615	593.183720287835	77158.59303568456	81605.92094174348
METH-ACETATE-PWY	992.4976411151696	1138.086633782583	2953.779194980808	8572.99415770233	1607.533719337537	10701.795757276515	2289.8502013912052	4013.393034088078	1674.897329321247	102.30147808323046	25260.36754569733	11967.196762230922
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.042878780773957	125.17047724478915
METHGLYUT-PWY	1212.0954260517904	44.35744548448963	82.85660136807124	313.9748859365023	106.62888238679935	322.58963207692545	16.21498667416464	49.98029644849608	306.1879322693483	11.66152481292114	236.8237315802686	547.0950561349796
METHYLGALLATE-DEGRADATION-PWY	6.090689778569682	0.04803048215969774	0.01446159255142351	0.27634775425710534	0.20335296448224838	4.010613740746732	0.001362511426947475	0.0706767199995916	334.9954158042645	0.0011027747019652465	145.65506796128832	285.68068112488277
NAD-BIOSYNTHESIS-II	1984.2117437598185	179.61011263301106	580.2425348968857	1512.6084030504367	316.05601029514094	1950.9377301497514	243.55493924819666	1836.2813677304014	850.2330209683928	29.700216644931146	12074.396661643439	2320.8854612731275
NADSYN-PWY	0.987601746086852	20.5108846733866	49.61245208980796	134.42058910973816	37.80675860017242	27.44457457078779	0.7057921703101775	27.743790614267446	592.695282679804	0.0	50.7414181565669	815.3266631704477
NAGLIPASYN-PWY	100060.35969352844	22786.200506112935	97368.8746867023	35479.98240083635	54920.88062606051	31169.017884933088	13933.446961544958	3210.476487480583	772.1160055153313	248.17609363695018	78602.15091812641	46638.576097379046
NONMEVIPP-PWY	103101.4514128786	27134.313737816978	112852.14217944362	69780.07936247706	60477.946016996924	70936.63689609624	22074.98874610456	18860.280842107673	7753.017543139285	1198.5994537422532	121440.29332632951	111512.20842165001
NONOXIPENT-PWY	132111.50759545222	34220.52921019649	140200.0692893425	115272.09580640405	69201.13658355392	109620.67628263171	32747.520218917263	40590.873990546665	16301.299899629166	2511.7895719658222	213128.21817347905	171532.68966154245
OANTIGEN-PWY	22315.682693097915	20823.211938532866	46275.6232112491	58617.369029667905	27301.50429027169	53733.66421221895	15568.325639338334	21727.73909775116	7648.906342234147	1447.2030416183484	54858.77880580521	79124.28014342774
ORNARGDEG-PWY	1061.0871110276935	19.848576130685654	22.983288606737215	107.137183864377	42.52627154634355	52.966378085921384	2.2468780291908503	20.899944614301916	82.93470561230636	5.577017608085655	83.71649487535305	97.20819628938078
ORNDEG-PWY	1188.757354336176	51.07978592480577	68.97663647322548	604.7626875584447	98.71519218638416	291.527313221643	30.627800589625625	53.99375784636427	206.1328387476816	16.164461106218628	281.98414008173444	450.64566066093363
P101-PWY	18.590996487305876	4.338853522954917	59.62202108254866	1441.0824035960939	16.631129083187073	804.4669366747481	118.46606182187132	14.65981480094899	93.74418410186418	0.06268551626811089	242.50775578855928	1082.9895183357623
P105-PWY	6682.117290374705	511.4264735743045	1136.2320401116685	9087.282702227829	1386.314367241041	4507.090851576808	706.5951993450913	700.4525092929357	1859.4752049747217	97.31087465766753	2439.761087161799	6980.0110771243935
P108-PWY	116747.79301788399	27073.714871915305	121582.94194774068	59058.53976482916	63769.03599910121	54386.21368250294	19124.90098162654	7256.650942492868	1294.808129705135	463.3798374939527	88795.48068920772	70340.74201474132
P122-PWY	11734.499664923042	17043.199606086535	17612.163688809105	40750.698512698335	16830.918636444487	30698.55829543971	8903.954039474447	19593.474005220618	5028.077412839336	1768.7343007219529	11584.25247032423	29392.155112099037
P124-PWY	13898.029394927169	20444.261046671254	23454.093357631213	52852.599970224655	19491.3075590784	44042.43720890546	11943.905095996344	27501.84343486828	7214.686122136174	2296.6147272122394	13452.90218569981	39603.65429662146
P125-PWY	260.5949042442338	938.6582208839847	528.2775783673992	4810.240442213989	1056.0261750706024	9483.413488747157	3106.348733597219	5521.385348098606	5776.667126851445	295.8788873140057	9859.667064483046	33001.264027614685
P161-PWY	10085.070868311692	16263.36601191817	9546.018104356357	42547.3185248112	16172.61077525294	38750.96929129746	10592.981836471332	28251.094338186245	9670.495157983842	2432.707208762171	84055.33940889417	69571.76480157704
P162-PWY	220.18467257966435	417.6544707092739	998.3769061790272	6460.92337549052	764.9351857213784	5772.794657280138	820.5077789607502	2606.659783651189	870.4967242551946	61.37526508329134	4438.848923603332	11983.085479404448
P163-PWY	1336.3305018219444	1002.5873982119786	2915.285867787172	10980.086000659345	897.4707303668968	14374.380079028693	2390.6047197248477	2100.531190175715	957.5825292873355	90.5837484873109	1958.568432820458	7651.473236871807
P164-PWY	16072.18073787544	2812.9409758511338	10728.635897359967	26367.573990070163	5315.074870044447	20562.21322179601	4294.417668355441	6567.388801863796	5134.403854222231	248.7749247183796	106366.31210557156	36691.48420244669
P184-PWY	0.008801671201019217	0.0	0.0	0.022682357454885452	0.0	0.032982996693737526	0.0	0.012666945381848217	318.5681854247654	0.0008823410296589896	108.08923594846821	253.31543587382083
P221-PWY	1655.2023608853547	1335.553962456034	10948.811707362833	12781.786087525785	2913.614403910044	10669.461952632015	2533.437588463935	3748.474520742661	772.9066207471719	226.7399944910527	4504.634750689681	9267.898836810222
P23-PWY	9693.957989034074	1667.5168770702066	9149.104960626888	19281.216572015182	4352.633855739895	11776.858436189597	1920.9923926598917	1623.2648323260635	2725.7529061695873	200.39262060046886	8040.974244222682	30238.1607179944
P241-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.71936747896929	178.84972303789124
